co2,co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,cumulative_oil_co2,share_global_co2,share_global_oil_co2,share_global_cumulative_co2,share_global_cumulative_oil_co2,population
127.765,3.668,62.836,1.804,4.53,5.536,4277.956,2758.805,0.54,0.67,0.46,0.87,34828168.0
134.762,3.823,65.921,1.87,5.48,6.997,4412.718,2824.726,0.56,0.69,0.47,0.87,35246376.0
137.641,3.86,66.868,1.875,2.14,2.879,4550.359,2891.594,0.57,0.69,0.47,0.86,35657438.0
139.452,3.867,69.576,1.929,1.32,1.81,4689.811,2961.17,0.58,0.71,0.47,0.86,36063451.0
147.285,4.039,72.725,1.994,5.62,7.833,4837.096,3033.895,0.6,0.72,0.47,0.85,36467218.0
142.358,3.861,67.434,1.829,-3.35,-4.927,4979.455,3101.329,0.56,0.66,0.48,0.85,36870796.0
134.004,3.595,64.336,1.726,-5.87,-8.354,5113.459,3165.665,0.53,0.62,0.48,0.84,37275644.0
124.392,3.301,57.497,1.526,-7.17,-9.612,5237.851,3223.162,0.48,0.55,0.48,0.83,37681743.0
134.631,3.535,59.357,1.558,8.23,10.239,5372.482,3282.519,0.49,0.56,0.48,0.83,38087866.0
157.043,4.08,67.812,1.762,16.65,22.412,5529.525,3350.331,0.55,0.62,0.48,0.82,38491970.0
161.434,4.151,71.8,1.846,2.8,4.391,5690.96,3422.131,0.55,0.65,0.48,0.82,38892924.0
174.609,4.444,81.912,2.085,8.16,13.175,5865.569,3504.043,0.57,0.73,0.48,0.81,39289876.0
174.246,4.391,77.952,1.964,-0.21,-0.363,6039.814,3581.994,0.55,0.69,0.49,0.81,39684303.0
188.106,4.693,88.658,2.212,7.95,13.86,6227.92,3670.652,0.59,0.79,0.49,0.81,40080159.0
178.949,4.42,82.381,2.035,-4.87,-9.157,6406.87,3753.034,0.57,0.75,0.49,0.81,40482786.0
186.733,4.566,90.145,2.204,4.35,7.784,6593.603,3843.179,0.56,0.8,0.49,0.81,40895751.0
190.274,4.605,86.908,2.103,1.9,3.541,6783.877,3930.087,0.55,0.77,0.49,0.81,41320497.0
191.715,4.591,85.587,2.05,0.76,1.441,6975.591,4015.675,0.55,0.74,0.49,0.81,41755188.0
190.133,4.506,87.487,2.073,-0.82,-1.581,7165.725,4103.162,0.54,0.76,0.5,0.81,42196034.0
188.657,4.425,84.292,1.977,-0.78,-1.476,7354.382,4187.454,0.53,0.72,0.5,0.8,42637508.0
192.406,4.467,86.954,2.019,1.99,3.749,7546.788,4274.408,0.54,0.73,0.5,0.8,43075416.0
190.977,4.389,84.556,1.943,-0.74,-1.429,7737.765,4358.964,0.54,0.71,0.5,0.8,43508459.0
187.805,4.274,80.856,1.84,-1.66,-3.172,7925.57,4439.819,0.52,0.67,0.5,0.8,43937143.0
181.1,4.082,74.394,1.677,-3.57,-6.705,8106.669,4514.213,0.49,0.61,0.5,0.79,44361150.0
167.566,3.742,67.149,1.5,-7.47,-13.534,8274.235,4581.362,0.46,0.55,0.5,0.79,44780675.0
156.978,3.473,61.965,1.371,-6.32,-10.588,8431.213,4643.326,0.45,0.56,0.5,0.78,45195777.0
7.288,2.079,2.815,0.803,-18.68,-1.674,255.814,140.792,0.03,0.03,0.03,0.05,3505249.0
5.863,1.703,1.773,0.515,-19.56,-1.425,261.677,142.565,0.03,0.02,0.03,0.05,3442820.0
2.575,0.766,0.939,0.279,-56.08,-3.288,264.252,143.505,0.01,0.01,0.03,0.05,3363111.0
2.713,0.826,0.942,0.287,5.37,0.138,266.965,144.446,0.01,0.01,0.03,0.05,3283664.0
3.433,1.067,0.671,0.208,26.53,0.72,270.398,145.117,0.01,0.01,0.03,0.05,3217349.0
2.595,0.819,0.366,0.116,-24.4,-0.838,272.994,145.483,0.01,0.0,0.03,0.04,3168213.0
3.269,1.044,0.392,0.125,25.96,0.674,276.263,145.875,0.01,0.0,0.03,0.04,3133081.0
3.397,1.093,0.406,0.131,3.91,0.128,279.66,146.282,0.01,0.0,0.03,0.04,3108691.0
3.05,0.987,0.586,0.19,-10.23,-0.348,282.71,146.868,0.01,0.01,0.03,0.04,3089020.0
3.491,1.137,0.788,0.257,14.49,0.442,286.201,147.656,0.01,0.01,0.03,0.04,3069597.0
3.533,1.158,0.777,0.255,1.18,0.041,289.734,148.432,0.01,0.01,0.03,0.04,3050686.0
3.077,1.014,0.816,0.269,-12.91,-0.456,292.81,149.248,0.01,0.01,0.03,0.04,3033976.0
3.456,1.145,0.934,0.31,12.31,0.379,296.266,150.183,0.01,0.01,0.03,0.04,3017938.0
3.691,1.23,0.92,0.306,6.82,0.236,299.957,151.102,0.01,0.01,0.03,0.04,3000715.0
4.376,1.468,0.982,0.329,18.56,0.685,304.333,152.084,0.01,0.01,0.03,0.04,2981262.0
4.402,1.488,0.92,0.311,0.58,0.025,308.735,153.004,0.01,0.01,0.03,0.04,2958301.0
5.1,1.739,0.924,0.315,15.87,0.699,313.835,153.928,0.02,0.01,0.03,0.03,2932615.0
5.575,1.917,1.033,0.355,9.31,0.475,319.41,154.961,0.02,0.01,0.03,0.03,2907615.0
4.363,1.511,0.953,0.33,-21.73,-1.211,323.773,155.914,0.01,0.01,0.02,0.03,2888094.0
4.253,1.478,1.008,0.35,-2.53,-0.111,328.026,156.921,0.01,0.01,0.02,0.03,2877314.0
4.969,1.727,0.942,0.327,16.84,0.716,332.995,157.863,0.01,0.01,0.02,0.03,2876536.0
5.748,1.993,0.898,0.311,15.69,0.779,338.743,158.761,0.02,0.01,0.02,0.03,2884239.0
5.535,1.91,0.854,0.295,-3.71,-0.213,344.278,159.615,0.02,0.01,0.02,0.03,2897593.0
5.604,1.924,0.864,0.297,1.25,0.069,349.882,160.479,0.02,0.01,0.02,0.03,2912403.0
5.469,1.87,0.798,0.273,-2.41,-0.135,355.352,161.277,0.02,0.01,0.02,0.03,2925559.0
5.203,1.772,0.807,0.275,-4.87,-0.266,360.555,162.084,0.01,0.01,0.02,0.03,2936147.0
5.537,1.88,0.868,0.295,6.41,0.334,366.091,162.952,0.02,0.01,0.02,0.03,2944789.0
5.826,1.974,0.828,0.28,5.22,0.289,371.917,163.78,0.02,0.01,0.02,0.03,2951741.0
5.529,1.869,0.781,0.264,-5.1,-0.297,377.446,164.561,0.02,0.01,0.02,0.03,2957728.0
5.89,1.988,0.698,0.236,6.54,0.362,383.336,165.259,0.02,0.01,0.02,0.03,2963234.0
0.531,8.221,0.531,8.221,9.02,0.044,31.096,31.096,0.0,0.01,0.0,0.01,64623.0
0.539,7.893,0.539,7.893,1.38,0.007,31.635,31.635,0.0,0.01,0.0,0.01,68240.0
0.649,8.946,0.649,8.946,20.41,0.11,32.283,32.283,0.0,0.01,0.0,0.01,72495.0
0.66,8.598,0.66,8.598,1.69,0.011,32.943,32.943,0.0,0.01,0.0,0.01,76705.0
0.707,8.804,0.707,8.804,7.22,0.048,33.65,33.65,0.0,0.01,0.0,0.01,80324.0
0.725,8.718,0.725,8.718,2.59,0.018,34.375,34.375,0.0,0.01,0.0,0.01,83211.0
0.758,8.876,0.758,8.876,4.55,0.033,35.134,35.134,0.0,0.01,0.0,0.01,85450.0
0.806,9.236,0.806,9.236,6.28,0.048,35.94,35.94,0.0,0.01,0.0,0.01,87280.0
0.81,9.097,0.81,9.097,0.45,0.004,36.749,36.749,0.0,0.01,0.0,0.01,89009.0
2.378,26.17,2.378,26.17,193.67,1.568,39.127,39.127,0.01,0.02,0.0,0.01,90866.0
2.407,25.914,2.407,25.914,1.23,0.029,41.535,41.535,0.01,0.02,0.0,0.01,92892.0
2.437,25.65,2.437,25.65,1.22,0.029,43.971,43.971,0.01,0.02,0.0,0.01,94992.0
2.561,26.399,2.561,26.399,5.11,0.125,46.532,46.532,0.01,0.02,0.0,0.01,97016.0
2.616,26.494,2.616,26.494,2.15,0.055,49.148,49.148,0.01,0.02,0.0,0.01,98744.0
2.719,27.179,2.719,27.179,3.92,0.103,51.867,51.867,0.01,0.02,0.0,0.01,100028.0
2.715,26.927,2.715,26.927,-0.13,-0.004,54.582,54.582,0.01,0.02,0.0,0.01,100830.0
2.821,27.871,2.821,27.871,3.91,0.106,57.403,57.403,0.01,0.03,0.0,0.01,101226.0
2.656,26.207,2.656,26.207,-5.84,-0.165,60.06,60.06,0.01,0.02,0.0,0.01,101362.0
2.627,25.895,2.627,25.895,-1.1,-0.029,62.687,62.687,0.01,0.02,0.0,0.01,101452.0
2.506,24.651,2.506,24.651,-4.6,-0.121,65.193,65.193,0.01,0.02,0.0,0.01,101665.0
2.499,24.486,2.499,24.486,-0.29,-0.007,67.692,67.692,0.01,0.02,0.0,0.01,102050.0
1.348,13.146,1.348,13.146,-46.04,-1.15,69.04,69.04,0.0,0.01,0.0,0.01,102565.0
0.861,8.346,0.861,8.346,-36.14,-0.487,69.901,69.901,0.0,0.01,0.0,0.01,103165.0
0.872,8.403,0.872,8.403,1.28,0.011,70.773,70.773,0.0,0.01,0.0,0.01,103776.0
0.898,8.604,0.898,8.604,2.94,0.026,71.671,71.671,0.0,0.01,0.0,0.01,104339.0
0.883,8.421,0.883,8.421,-1.63,-0.015,72.554,72.554,0.0,0.01,0.0,0.01,104865.0
0.89,8.45,0.89,8.45,0.83,0.007,73.444,73.444,0.0,0.01,0.0,0.01,105361.0
0.872,8.239,0.872,8.239,-2.06,-0.018,74.316,74.316,0.0,0.01,0.0,0.01,105846.0
0.851,8.006,0.851,8.006,-2.39,-0.021,75.168,75.168,0.0,0.01,0.0,0.01,106310.0
0.753,7.055,0.753,7.055,-11.51,-0.098,75.921,75.921,0.0,0.01,0.0,0.01,106766.0
6956.347,2.12,2455.515,0.748,4.99,330.509,137121.495,48563.689,29.94,25.34,16.5,17.4,3282162202.0
7269.585,2.179,2624.788,0.787,4.5,313.238,144391.081,51188.477,32.21,28.57,16.92,17.76,3336711023.0
7600.515,2.243,2729.539,0.806,4.55,330.93,151991.596,53918.015,33.33,29.67,17.35,18.13,3389426674.0
7931.294,2.305,2814.337,0.818,4.35,330.779,159922.89,56732.352,34.54,30.47,17.79,18.5,3441075571.0
8251.609,2.363,2884.125,0.826,4.04,320.314,168174.499,59616.477,35.18,30.91,18.23,18.86,3492231607.0
8579.1,2.422,2985.4,0.843,3.97,327.492,176753.599,62601.877,35.52,31.07,18.67,19.22,3542977808.0
8691.038,2.419,3026.478,0.842,1.3,111.938,185444.638,65628.355,35.76,31.01,19.1,19.57,3593141515.0
8421.433,2.312,2958.25,0.812,-3.1,-269.605,193866.071,68586.605,34.79,30.03,19.48,19.87,3642754205.0
8678.317,2.351,3113.47,0.844,3.05,256.883,202544.388,71700.074,35.39,30.9,19.86,20.18,3691810055.0
9091.055,2.431,3310.205,0.885,4.76,412.738,211635.443,75010.279,36.03,32.19,20.25,20.52,3740320064.0
9259.172,2.445,3320.907,0.877,1.85,168.117,220894.615,78331.186,36.38,32.01,20.63,20.83,3788325086.0
9779.534,2.55,3321.209,0.866,5.62,520.362,230674.149,81652.395,37.56,32.03,21.04,21.13,3835903280.0
10716.11,2.76,3443.439,0.887,9.58,936.576,241390.259,85095.833,39.16,32.29,21.48,21.43,3883141056.0
11681.501,2.972,3643.198,0.927,9.01,965.39,253071.76,88739.031,40.81,33.08,21.96,21.75,3930136052.0
12522.219,3.149,3651.167,0.918,7.2,840.718,265593.979,92390.198,42.3,32.88,22.47,22.04,3976958795.0
13363.127,3.321,3691.894,0.918,6.72,840.909,278957.106,96082.092,43.69,32.94,23.0,22.33,4023634376.0
14080.908,3.46,3712.95,0.912,5.37,717.781,293038.014,99795.042,44.71,33.01,23.55,22.6,4070151228.0
14811.211,3.598,3785.003,0.92,5.19,730.303,307849.226,103580.045,46.18,33.79,24.12,22.88,4116490551.0
15412.299,3.703,3862.377,0.928,4.06,601.088,323261.525,107442.422,48.76,35.11,24.72,23.17,4162614712.0
16530.951,3.928,4042.998,0.961,7.26,1118.651,339792.476,111485.421,49.58,35.76,25.33,23.47,4208481106.0
17746.632,4.172,4086.3,0.961,7.35,1215.681,357539.107,115571.721,51.49,36.04,25.99,23.76,4254064787.0
18456.3,4.293,4321.428,1.005,4.0,709.668,375995.407,119893.149,52.77,37.58,26.65,24.08,4299327145.0
18714.335,4.308,4355.425,1.003,1.4,258.035,394709.742,124248.574,53.04,37.59,27.3,24.39,4344187451.0
19018.802,4.334,4319.299,0.984,1.63,304.467,413728.544,128567.873,53.52,37.13,27.93,24.67,4388547197.0
19135.91,4.317,4495.51,1.014,0.62,117.108,432864.455,133063.383,53.91,37.84,28.53,24.96,4432314335.0
19218.166,4.294,4549.715,1.017,0.43,82.256,452082.621,137613.098,54.21,38.04,29.12,25.25,4475437603.0
19653.513,4.35,4638.977,1.027,2.27,435.347,471736.134,142252.075,54.71,38.24,29.7,25.53,4517860329.0
20254.37,4.442,4707.02,1.032,3.06,600.857,491990.504,146959.095,55.27,38.61,30.28,25.81,4559477874.0
20608.593,4.48,4766.724,1.036,1.75,354.223,512599.097,151725.818,56.15,38.98,30.85,26.09,4600172691.0
20317.058,4.379,4566.48,0.984,-1.41,-291.534,532916.155,156292.299,58.37,41.24,31.41,26.37,4639847425.0
3734.326,3.119,1933.065,1.615,4.82,171.861,79878.397,39935.924,16.07,19.95,9.61,14.31,
3882.765,3.183,2050.94,1.681,3.97,148.439,83761.162,41986.864,17.2,22.32,9.81,14.57,
4000.948,3.22,2114.111,1.702,3.04,118.183,87762.11,44100.975,17.55,22.98,10.02,14.83,
4114.375,3.253,2191.671,1.733,2.83,113.427,91876.485,46292.647,17.92,23.73,10.22,15.09,
4131.579,3.211,2199.613,1.71,0.42,17.204,96008.064,48492.26,17.62,23.57,10.41,15.34,
4249.948,3.249,2231.617,1.706,2.86,118.369,100258.012,50723.877,17.59,23.23,10.59,15.58,
4321.183,3.25,2224.315,1.673,1.68,71.235,104579.195,52948.192,17.78,22.79,10.77,15.79,
4183.28,3.098,2136.096,1.582,-3.19,-137.903,108762.474,55084.288,17.28,21.69,10.93,15.95,
4376.228,3.191,2216.208,1.616,4.61,192.948,113138.702,57300.496,17.85,22.0,11.09,16.13,
4672.984,3.356,2349.233,1.687,6.78,296.756,117811.686,59649.729,18.52,22.84,11.27,16.32,
4751.678,3.362,2345.49,1.66,1.68,78.694,122563.364,61995.22,18.67,22.61,11.45,16.49,
4883.912,3.403,2343.535,1.633,2.78,132.234,127447.276,64338.755,18.76,22.6,11.62,16.65,
5111.48,3.51,2386.403,1.639,4.66,227.568,132558.756,66725.159,18.68,22.38,11.79,16.81,
5332.275,3.609,2456.587,1.663,4.32,220.795,137891.031,69181.746,18.63,22.3,11.96,16.95,
5459.71,3.643,2449.348,1.634,2.39,127.435,143350.741,71631.093,18.44,22.06,12.13,17.09,
5614.579,3.694,2424.47,1.595,2.84,154.869,148965.32,74055.563,18.36,21.63,12.28,17.21,
5744.144,3.728,2394.571,1.554,2.31,129.565,154709.464,76450.134,18.24,21.29,12.43,17.31,
5851.564,3.746,2402.57,1.538,1.87,107.42,160561.029,78852.704,18.25,21.45,12.58,17.41,
5912.95,3.734,2448.419,1.546,1.05,61.386,166473.979,81301.123,18.71,22.26,12.73,17.53,
6236.41,3.885,2512.053,1.565,5.47,323.46,172710.389,83813.176,18.7,22.22,12.88,17.64,
6437.946,3.956,2503.532,1.538,3.23,201.536,179148.335,86316.709,18.68,22.08,13.02,17.74,
6717.092,4.073,2656.162,1.61,4.34,279.146,185865.427,88972.87,19.21,23.1,13.18,17.87,
6724.654,4.023,2625.161,1.571,0.11,7.562,192590.081,91598.032,19.06,22.66,13.32,17.98,
6847.363,4.043,2545.06,1.503,1.82,122.708,199437.444,94143.091,19.27,21.88,13.46,18.06,
7018.923,4.092,2613.144,1.523,2.51,171.561,206456.367,96756.235,19.77,21.99,13.61,18.15,
7115.499,4.097,2601.245,1.498,1.38,96.576,213571.866,99357.48,20.07,21.75,13.76,18.23,
7299.198,4.152,2617.065,1.488,2.58,183.699,220871.064,101974.545,20.32,21.57,13.91,18.3,
7364.575,4.139,2556.357,1.437,0.9,65.377,228235.639,104530.902,20.1,20.97,14.05,18.36,
7492.636,4.163,2549.129,1.416,1.74,128.061,235728.275,107080.03,20.41,20.84,14.19,18.41,
7207.379,3.959,2352.049,1.292,-3.81,-285.257,242935.653,109432.079,20.71,21.24,14.32,18.47,
281.872,16.398,88.986,5.177,0.9,2.507,7822.713,2332.952,1.21,0.92,0.94,0.84,17189235.0
286.332,16.454,88.475,5.084,1.58,4.461,8109.045,2421.427,1.27,0.96,0.95,0.84,17402179.0
291.325,16.55,91.155,5.178,1.74,4.993,8400.37,2512.582,1.28,0.99,0.96,0.84,17603211.0
300.084,16.86,93.923,5.277,3.01,8.76,8700.454,2606.505,1.31,1.02,0.97,0.85,17798526.0
308.023,17.119,97.078,5.395,2.65,7.938,9008.476,2703.583,1.31,1.04,0.98,0.86,17993083.0
316.332,17.391,100.104,5.503,2.7,8.31,9324.809,2803.686,1.31,1.04,0.98,0.86,18189274.0
327.11,17.79,100.485,5.465,3.41,10.777,9651.918,2904.171,1.35,1.03,0.99,0.87,18387205.0
338.697,18.222,100.518,5.408,3.54,11.588,9990.615,3004.689,1.4,1.02,1.0,0.87,18587027.0
346.599,18.448,101.308,5.392,2.33,7.902,10337.214,3105.997,1.41,1.01,1.01,0.87,18788187.0
351.82,18.525,102.976,5.422,1.51,5.221,10689.034,3208.973,1.39,1.0,1.02,0.88,18991434.0
360.455,18.779,103.536,5.394,2.45,8.635,11049.488,3312.51,1.42,1.0,1.03,0.88,19194676.0
367.113,18.922,106.127,5.47,1.85,6.658,11416.601,3418.636,1.41,1.02,1.04,0.88,19401366.0
373.233,19.019,110.743,5.643,1.67,6.12,11789.834,3529.379,1.36,1.04,1.05,0.89,19624163.0
386.766,19.455,114.938,5.782,3.63,13.533,12176.601,3644.317,1.35,1.04,1.06,0.89,19879654.0
387.602,19.209,116.944,5.795,0.22,0.835,12564.202,3761.261,1.31,1.05,1.06,0.9,20178543.0
397.295,19.355,118.868,5.791,2.5,9.693,12961.497,3880.129,1.3,1.06,1.07,0.9,20526300.0
401.926,19.216,120.161,5.745,1.17,4.631,13363.422,4000.29,1.28,1.07,1.07,0.91,20916339.0
409.653,19.203,123.968,5.811,1.92,7.728,13773.075,4124.258,1.28,1.11,1.08,0.91,21332293.0
401.321,18.451,120.643,5.547,-2.03,-8.332,14174.397,4244.901,1.27,1.1,1.08,0.92,21750852.0
404.533,18.26,124.384,5.614,0.8,3.212,14578.93,4369.284,1.21,1.1,1.09,0.92,22154687.0
405.344,17.985,130.295,5.781,0.2,0.811,14984.274,4499.579,1.18,1.15,1.09,0.93,22538002.0
402.666,17.581,132.536,5.787,-0.66,-2.678,15386.94,4632.116,1.15,1.15,1.09,0.93,22903951.0
393.171,16.907,134.566,5.787,-2.36,-9.495,15780.11,4766.682,1.11,1.16,1.09,0.94,23254912.0
399.254,16.92,139.45,5.91,1.55,6.083,16179.364,4906.132,1.12,1.2,1.09,0.94,23596426.0
403.279,16.851,137.945,5.764,1.01,4.026,16582.643,5044.077,1.14,1.16,1.09,0.95,23932499.0
415.945,17.143,138.745,5.718,3.14,12.666,16998.589,5182.822,1.17,1.16,1.09,0.95,24262710.0
414.751,16.87,139.585,5.678,-0.29,-1.194,17413.34,5322.407,1.15,1.15,1.1,0.96,24584619.0
416.001,16.708,142.785,5.735,0.3,1.25,17829.341,5465.191,1.14,1.17,1.1,0.96,24898153.0
414.517,16.447,141.899,5.63,-0.36,-1.484,18243.858,5607.09,1.13,1.16,1.1,0.96,25203200.0
391.892,15.368,124.606,4.886,-5.46,-22.625,18635.75,5731.696,1.13,1.13,1.1,0.97,25499881.0
65.738,8.458,31.407,4.041,5.79,3.598,3518.967,886.41,0.28,0.32,0.42,0.32,7772698.0
60.236,7.692,30.152,3.85,-8.37,-5.502,3579.204,916.562,0.27,0.33,0.42,0.32,7830938.0
60.661,7.686,31.265,3.962,0.7,0.424,3639.865,947.827,0.27,0.34,0.42,0.32,7892089.0
61.034,7.68,30.714,3.865,0.62,0.374,3700.899,978.541,0.27,0.33,0.41,0.32,7947215.0
64.011,8.011,30.852,3.861,4.88,2.977,3764.91,1009.392,0.27,0.33,0.41,0.32,7990113.0
67.355,8.401,33.777,4.213,5.22,3.344,3832.266,1043.169,0.28,0.35,0.4,0.32,8017852.0
67.252,8.372,32.852,4.09,-0.15,-0.103,3899.518,1076.021,0.28,0.34,0.4,0.32,8032873.0
66.887,8.318,34.66,4.31,-0.54,-0.365,3966.405,1110.681,0.28,0.35,0.4,0.32,8041054.0
65.64,8.153,32.833,4.078,-1.86,-1.247,4032.045,1143.513,0.27,0.33,0.4,0.32,8051116.0
66.139,8.196,32.163,3.986,0.76,0.499,4098.183,1175.677,0.26,0.31,0.39,0.32,8069276.0
70.139,8.662,34.411,4.249,6.05,4.0,4168.322,1210.087,0.28,0.33,0.39,0.32,8097755.0
71.943,8.844,36.057,4.433,2.57,1.804,4240.265,1246.144,0.28,0.35,0.39,0.32,8134403.0
77.451,9.473,39.082,4.78,7.66,5.508,4317.716,1285.227,0.28,0.37,0.38,0.32,8175855.0
77.668,9.452,39.1,4.758,0.28,0.217,4395.384,1324.326,0.27,0.35,0.38,0.32,8216809.0
79.068,9.58,39.393,4.773,1.8,1.4,4474.452,1363.719,0.27,0.35,0.38,0.33,8253656.0
76.796,9.269,38.132,4.602,-2.87,-2.271,4551.248,1401.852,0.25,0.34,0.38,0.33,8285344.0
74.097,8.913,36.624,4.405,-3.52,-2.7,4625.345,1438.475,0.24,0.33,0.37,0.33,8313731.0
73.472,8.808,35.481,4.254,-0.84,-0.625,4698.817,1473.956,0.23,0.32,0.37,0.33,8341525.0
67.291,8.037,34.417,4.111,-8.41,-6.182,4766.108,1508.373,0.21,0.31,0.36,0.33,8372657.0
72.0,8.561,34.801,4.138,7.0,4.71,4838.108,1543.175,0.22,0.31,0.36,0.32,8409945.0
69.889,8.267,33.29,3.938,-2.93,-2.112,4907.997,1576.464,0.2,0.29,0.36,0.32,8453501.0
67.263,7.911,32.649,3.84,-3.76,-2.625,4975.26,1609.113,0.19,0.28,0.35,0.32,8502230.0
67.759,7.919,33.468,3.912,0.74,0.495,5043.019,1642.582,0.19,0.29,0.35,0.32,8556191.0
64.161,7.447,32.433,3.765,-5.31,-3.598,5107.18,1675.015,0.18,0.28,0.34,0.32,8615205.0
66.352,7.645,33.01,3.804,3.41,2.191,5173.532,1708.025,0.19,0.28,0.34,0.32,8678667.0
67.215,7.684,34.123,3.901,1.3,0.864,5240.747,1742.148,0.19,0.29,0.34,0.32,8747306.0
69.599,7.891,34.561,3.918,3.55,2.383,5310.346,1776.708,0.19,0.28,0.33,0.32,8819902.0
66.565,7.486,34.105,3.836,-4.36,-3.033,5376.911,1810.813,0.18,0.28,0.33,0.32,8891383.0
67.962,7.589,34.122,3.81,2.1,1.397,5444.874,1844.935,0.19,0.28,0.33,0.32,8955108.0
60.635,6.732,30.342,3.369,-10.78,-7.328,5505.509,1875.277,0.17,0.27,0.32,0.32,9006400.0
50.034,6.8,22.544,3.064,-2.62,-1.346,1485.93,929.229,0.22,0.23,0.18,0.33,7357945.0
56.174,7.518,31.225,4.179,12.27,6.14,1542.105,960.453,0.25,0.34,0.18,0.33,7471924.0
48.406,6.385,30.818,4.065,-13.83,-7.768,1590.511,991.271,0.21,0.34,0.18,0.33,7581754.0
41.944,5.459,25.032,3.258,-13.35,-6.462,1632.455,1016.304,0.18,0.27,0.18,0.33,7683704.0
33.309,4.284,19.885,2.557,-20.59,-8.635,1665.764,1036.188,0.14,0.21,0.18,0.33,7775418.0
31.242,3.977,19.37,2.466,-6.21,-2.067,1697.006,1055.558,0.13,0.2,0.18,0.32,7855558.0
29.802,3.76,18.551,2.341,-4.61,-1.44,1726.808,1074.109,0.12,0.19,0.18,0.32,7925668.0
31.666,3.963,20.948,2.622,6.25,1.864,1758.474,1095.058,0.13,0.21,0.18,0.32,7989903.0
28.57,3.547,16.777,2.083,-9.78,-3.096,1787.044,1111.835,0.12,0.17,0.18,0.31,8054126.0
29.506,3.633,17.965,2.212,3.28,0.936,1816.55,1129.8,0.12,0.17,0.17,0.31,8122743.0
28.791,3.512,11.278,1.376,-2.42,-0.715,1845.342,1141.077,0.11,0.11,0.17,0.3,8197295.0
29.641,3.581,11.287,1.364,2.95,0.849,1874.982,1152.364,0.11,0.11,0.17,0.3,8277065.0
30.624,3.662,12.697,1.519,3.32,0.983,1905.606,1165.061,0.11,0.12,0.17,0.29,8361433.0
32.077,3.797,12.731,1.507,4.75,1.453,1937.683,1177.792,0.11,0.12,0.17,0.29,8448938.0
34.286,4.016,14.638,1.714,6.89,2.209,1971.969,1192.43,0.12,0.13,0.17,0.28,8538610.0
39.109,4.532,12.977,1.504,14.06,4.822,2011.078,1205.406,0.13,0.12,0.17,0.28,8630153.0
30.459,3.491,11.456,1.313,-22.12,-8.65,2041.537,1216.862,0.1,0.1,0.16,0.28,8724237.0
35.45,4.018,10.607,1.202,16.38,4.991,2076.987,1227.47,0.11,0.09,0.16,0.27,8821869.0
31.856,3.57,9.241,1.035,-10.14,-3.593,2108.843,1236.71,0.1,0.08,0.16,0.27,8924383.0
30.633,3.391,8.695,0.963,-3.84,-1.224,2139.476,1245.405,0.09,0.08,0.16,0.26,9032465.0
32.976,3.605,10.264,1.122,7.65,2.343,2172.452,1255.669,0.1,0.09,0.16,0.26,9146277.0
35.048,3.783,11.641,1.256,6.29,2.073,2207.5,1267.31,0.1,0.1,0.16,0.25,9264684.0
35.215,3.752,12.066,1.286,0.47,0.166,2242.715,1279.375,0.1,0.1,0.16,0.25,9385467.0
36.975,3.89,11.633,1.224,5.0,1.76,2279.689,1291.008,0.1,0.1,0.15,0.25,9505616.0
36.989,3.844,11.52,1.197,0.04,0.014,2316.678,1302.528,0.1,0.1,0.15,0.24,9622741.0
37.055,3.806,12.128,1.246,0.18,0.066,2353.733,1314.656,0.1,0.1,0.15,0.24,9736041.0
36.73,3.731,12.48,1.268,-0.88,-0.325,2390.463,1327.135,0.1,0.1,0.15,0.24,9845316.0
36.847,3.703,11.809,1.187,0.32,0.117,2427.31,1338.944,0.1,0.1,0.15,0.24,9949537.0
38.725,3.854,11.771,1.172,5.1,1.878,2466.035,1350.716,0.11,0.1,0.15,0.23,10047719.0
37.72,3.72,10.561,1.042,-2.59,-1.005,2503.756,1361.277,0.11,0.1,0.15,0.23,10139175.0
1.997,7.651,1.993,7.637,-1.27,-0.026,109.88,105.476,0.01,0.02,0.01,0.04,261007.0
1.869,7.024,1.865,7.01,-6.42,-0.128,111.749,107.341,0.01,0.02,0.01,0.04,266028.0
1.744,6.434,1.74,6.421,-6.67,-0.125,113.493,109.081,0.01,0.02,0.01,0.04,271065.0
1.77,6.416,1.766,6.402,1.47,0.026,115.263,110.847,0.01,0.02,0.01,0.04,275849.0
1.839,6.565,1.836,6.552,3.93,0.07,117.102,112.683,0.01,0.02,0.01,0.04,280179.0
1.814,6.387,1.81,6.374,-1.39,-0.026,118.916,114.493,0.01,0.02,0.01,0.04,283980.0
1.608,5.597,1.605,5.585,-11.31,-0.205,120.524,116.097,0.01,0.02,0.01,0.03,287363.0
1.99,6.846,1.986,6.834,23.69,0.381,122.514,118.083,0.01,0.02,0.01,0.03,290600.0
2.034,6.915,2.03,6.903,2.21,0.044,124.547,120.113,0.01,0.02,0.01,0.03,294063.0
2.026,6.798,2.023,6.786,-0.36,-0.007,126.573,122.136,0.01,0.02,0.01,0.03,298045.0
1.946,6.429,1.942,6.417,-3.98,-0.081,128.519,124.078,0.01,0.02,0.01,0.03,302618.0
2.037,6.622,2.034,6.61,4.71,0.092,130.556,126.111,0.01,0.02,0.01,0.03,307657.0
